Nit;Pho;Dox;Ppn;Sst;Chl;Sal
0.06;4.27;255.00;1.69;15.71;1.06;18.37
0.06;4.28;254.60;1.71;15.73;1.10;18.37
0.07;4.29;254.15;1.74;15.75;1.14;18.36
0.08;4.31;253.76;1.76;15.76;1.17;18.35
0.09;4.32;253.30;1.79;15.79;1.21;18.34
0.10;4.33;252.86;1.87;15.81;1.24;18.33
0.11;4.35;252.36;1.90;15.84;1.27;18.32
0.11;4.36;251.93;1.92;15.87;1.30;18.32
0.11;4.36;251.42;1.95;15.90;1.31;18.31
0.11;4.37;251.01;1.87;15.94;1.32;18.30
0.11;4.36;250.48;1.89;15.98;1.34;18.29
0.11;4.36;250.06;1.91;16.02;1.35;18.29
0.11;4.37;249.55;1.94;16.06;1.36;18.28
0.12;4.37;249.18;2.02;16.09;1.35;18.28
0.13;4.38;248.69;2.07;16.13;1.35;18.27
0.14;4.41;248.27;2.12;16.16;1.35;18.27
0.15;4.44;247.81;2.22;16.20;1.36;18.26
0.16;4.48;247.42;2.36;16.24;1.39;18.26
0.19;4.52;246.89;2.49;16.27;1.43;18.26
0.20;4.55;246.63;2.70;16.30;1.49;18.26
0.19;4.58;246.17;3.02;16.33;1.56;18.26
0.23;4.60;246.11;3.45;16.36;1.60;18.26
0.26;4.62;245.37;3.62;16.39;1.63;18.25
0.00;4.17;268.76;3.10;14.37;2.73;16.49
0.01;4.21;268.81;3.43;14.36;2.74;16.44
0.05;4.25;268.78;3.53;14.41;2.73;16.53
0.16;4.29;268.85;3.24;14.50;2.55;16.78
0.24;4.32;268.87;3.17;14.56;2.44;17.00
0.28;4.33;268.88;3.17;14.63;2.42;17.15
0.31;4.33;268.88;3.13;14.68;2.37;17.27
0.34;4.33;268.89;3.10;14.73;2.27;17.38
0.35;4.32;268.89;3.03;14.76;2.19;17.48
0.36;4.32;268.87;2.95;14.79;2.12;17.55
0.37;4.31;268.86;2.87;14.82;2.04;17.60
0.38;4.31;268.83;2.78;14.84;1.96;17.63
0.38;4.30;268.80;2.68;14.88;1.87;17.65
0.38;4.30;268.75;2.59;14.91;1.80;17.66
0.37;4.29;268.67;2.51;14.95;1.74;17.68
0.34;4.29;268.65;2.50;14.98;1.69;17.69
0.30;4.27;268.61;2.49;15.02;1.67;17.71
0.27;4.26;268.60;2.49;15.05;1.67;17.73
0.24;4.24;268.56;2.54;15.07;1.68;17.75
0.21;4.22;268.54;2.50;15.09;1.69;17.78
0.20;4.20;268.57;2.60;15.10;1.72;17.81
0.20;4.19;268.51;2.71;15.11;1.75;17.82
0.20;4.18;268.51;2.78;15.12;1.77;17.82
0.21;4.17;268.43;2.85;15.12;1.77;17.81
0.21;4.17;268.32;2.85;15.12;1.76;17.79
0.22;4.17;268.19;2.83;15.12;1.74;17.77
0.23;4.17;268.11;2.80;15.12;1.73;17.76
0.23;4.17;268.01;2.79;15.13;1.73;17.75
0.23;4.17;267.90;2.79;15.14;1.73;17.76
0.22;4.16;267.75;2.80;15.15;1.74;17.77
0.21;4.16;267.67;2.80;15.16;1.75;17.79
0.20;4.15;267.56;2.88;15.17;1.76;17.82
0.18;4.15;267.51;2.88;15.17;1.77;17.84
0.15;4.15;267.36;2.90;15.17;1.78;17.86
0.11;4.14;267.46;2.92;15.17;1.78;17.88
0.09;4.13;267.23;2.86;15.18;1.80;17.90
0.08;4.11;267.10;2.89;15.19;1.81;17.92
0.08;4.10;266.96;2.92;15.19;1.81;17.95
0.09;4.10;266.83;2.96;15.20;1.82;17.98
0.10;4.09;266.66;3.05;15.20;1.84;18.02
0.10;4.09;266.48;3.06;15.21;1.85;18.06
0.09;4.09;266.29;3.04;15.21;1.83;18.10
0.09;4.08;266.09;3.02;15.21;1.82;18.14
0.08;4.08;265.87;3.00;15.21;1.80;18.17
0.07;4.08;265.66;2.99;15.21;1.80;18.19
0.07;4.08;265.46;2.99;15.21;1.81;18.21
0.12;4.08;265.23;3.01;15.21;1.85;18.23
0.22;4.08;264.97;3.12;15.20;1.88;18.25
0.32;4.08;264.70;3.14;15.20;1.89;18.27
0.37;4.09;264.42;3.14;15.19;1.90;18.29
0.38;4.09;264.13;3.15;15.19;1.92;18.31
0.37;4.09;263.88;3.00;15.18;1.93;18.32
0.35;4.09;263.59;3.03;15.18;1.96;18.33
0.35;4.09;263.35;3.06;15.18;2.00;18.34
0.38;4.09;263.04;3.10;15.19;2.05;18.34
0.44;4.09;262.76;3.20;15.18;2.08;18.35
0.53;4.09;262.46;3.24;15.18;2.11;18.36
0.62;4.09;262.17;3.27;15.17;2.12;18.36
0.69;4.09;261.87;3.30;15.17;2.12;18.37
0.74;4.10;261.58;3.30;15.16;2.10;18.37
0.75;4.11;261.25;3.27;15.16;2.06;18.37
0.72;4.12;260.93;3.20;15.16;2.00;18.37
0.67;4.13;260.57;3.11;15.16;1.95;18.37
0.61;4.14;260.24;3.12;15.15;1.89;18.36
0.54;4.15;259.91;2.99;15.15;1.84;18.36
0.46;4.16;259.58;2.86;15.14;1.80;18.36
0.38;4.17;259.22;2.74;15.14;1.79;18.36
0.31;4.17;258.90;2.51;15.14;1.81;18.35
0.25;4.17;258.55;2.49;15.14;1.88;18.34
0.20;4.17;258.26;2.48;15.14;1.97;18.34
0.18;4.17;257.92;2.49;15.13;2.08;18.34
0.20;4.17;257.59;2.54;15.13;2.18;18.33
0.27;4.17;257.25;2.56;15.12;2.25;18.33
0.36;4.17;256.89;2.56;15.12;2.28;18.33
0.44;4.18;256.55;2.54;15.12;2.26;18.33
0.53;4.19;256.19;2.51;15.12;2.23;18.34
0.59;4.20;255.92;2.48;15.11;2.19;18.35
0.64;4.21;255.52;2.45;15.11;2.14;18.36
0.65;4.22;255.25;2.42;15.10;2.09;18.37
0.64;4.22;254.88;2.55;15.10;2.06;18.38
0.62;4.23;254.64;2.55;15.09;2.05;18.39
0.60;4.23;254.28;2.58;15.08;2.05;18.39
0.58;4.23;254.05;2.62;15.08;2.06;18.40
0.56;4.23;253.72;2.49;15.08;2.08;18.40
0.54;4.23;253.51;2.54;15.07;2.09;18.40
0.52;4.23;253.15;2.59;15.07;2.11;18.40
0.49;4.24;253.00;2.63;15.07;2.14;18.40
0.46;4.24;252.65;2.70;15.07;2.16;18.39
0.43;4.24;252.54;2.72;15.06;2.17;18.39
0.40;4.25;252.25;2.73;15.06;2.17;18.40
0.37;4.26;252.07;2.74;15.06;2.17;18.40
0.34;4.26;251.89;2.75;15.06;2.17;18.40
0.30;4.27;251.68;2.75;15.06;2.16;18.41
0.26;4.28;251.57;2.75;15.06;2.15;18.41
0.23;4.28;251.48;2.76;15.07;2.14;18.41
0.19;4.29;251.38;2.94;15.07;2.14;18.42
0.16;4.29;251.34;2.96;15.07;2.14;18.42
0.12;4.30;251.37;2.98;15.08;2.14;18.42
0.09;4.30;251.43;2.99;15.08;2.14;18.42
0.07;4.30;251.55;2.78;15.08;2.13;18.42
0.05;4.31;251.66;2.78;15.07;2.13;18.42
0.04;4.31;251.82;2.78;15.07;2.11;18.42
0.04;4.31;251.94;2.77;15.06;2.11;18.42
0.03;4.31;252.18;2.80;15.06;2.09;18.41
0.04;4.31;252.35;2.79;15.05;2.08;18.41
0.04;4.32;252.60;2.77;15.04;2.06;18.40
0.05;4.32;252.82;2.75;15.04;2.03;18.40
0.06;4.32;253.04;2.72;15.03;1.99;18.39
0.07;4.32;253.26;2.69;15.03;1.96;18.38
0.08;4.32;253.57;2.68;15.03;1.94;18.38
0.09;4.32;253.75;2.68;15.02;1.93;18.37
0.09;4.33;254.13;2.84;15.03;1.93;18.36
0.09;4.33;254.39;2.86;15.03;1.93;18.35
0.08;4.33;254.69;2.85;15.04;1.91;18.34
0.07;4.32;254.92;2.81;15.06;1.86;18.33
0.06;4.32;255.23;2.54;15.07;1.78;18.32
0.05;4.32;255.37;2.42;15.08;1.68;18.31
0.04;4.31;255.71;2.24;15.10;1.54;18.30
0.03;4.30;255.76;2.06;15.11;1.41;18.30
0.03;4.30;256.12;1.91;15.12;1.30;18.29
0.03;4.29;256.23;1.76;15.13;1.21;18.29
0.03;4.29;256.59;1.64;15.13;1.13;18.28
0.02;4.29;256.64;1.58;15.12;1.09;18.27
0.02;4.29;257.00;1.55;15.12;1.05;18.26
0.02;4.28;257.11;1.52;15.11;1.03;18.25
0.01;4.28;257.39;1.49;15.11;1.00;18.24
0.01;4.28;257.56;1.46;15.11;0.97;18.23
0.01;4.27;257.79;1.53;15.11;0.94;18.22
0.01;4.27;257.97;1.52;15.11;0.93;18.22
0.01;4.27;258.13;1.52;15.11;0.92;18.21
0.01;4.27;258.32;1.51;15.11;0.92;18.21
0.01;4.28;258.62;1.41;15.11;0.91;18.20
0.01;4.28;258.68;1.40;15.11;0.91;18.20
0.01;4.28;258.94;1.39;15.11;0.90;18.20
0.01;4.28;258.97;1.38;15.12;0.89;18.20
0.01;4.28;259.25;1.39;15.12;0.88;18.19
0.01;4.28;259.28;1.39;15.13;0.88;18.19
0.01;4.28;259.58;1.40;15.13;0.89;18.19
0.01;4.28;259.60;1.41;15.14;0.89;18.19
0.01;4.29;259.85;1.42;15.14;0.89;18.18
0.01;4.29;259.82;1.44;15.15;0.90;18.18
0.01;4.29;260.13;1.45;15.15;0.90;18.18
0.01;4.29;260.02;1.47;15.16;0.90;18.18
0.01;4.29;260.30;1.58;15.16;0.90;18.17
0.01;4.29;260.15;1.59;15.17;0.90;18.16
0.01;4.29;260.43;1.60;15.17;0.90;18.16
0.01;4.29;260.23;1.60;15.18;0.89;18.15
0.01;4.29;260.44;1.49;15.19;0.89;18.15
0.01;4.29;260.45;1.48;15.19;0.88;18.16
0.01;4.29;260.56;1.47;15.20;0.88;18.16
0.01;4.30;260.64;1.46;15.20;0.88;18.16
0.01;4.30;260.63;1.46;15.20;0.87;18.17
0.01;4.30;260.80;1.45;15.20;0.87;18.17
0.01;4.30;260.78;1.44;15.19;0.86;18.18
0.01;4.30;260.91;1.44;15.18;0.86;18.18
0.01;4.30;260.88;1.44;15.17;0.86;18.19
0.01;4.30;261.00;1.45;15.17;0.86;18.20
0.01;4.30;260.99;1.46;15.17;0.86;18.21
0.01;4.30;261.11;1.46;15.17;0.87;18.22
0.01;4.30;261.11;1.55;15.17;0.88;18.22
0.01;4.30;261.23;1.55;15.18;0.88;18.23
0.01;4.30;261.21;1.56;15.18;0.89;18.23
0.01;4.30;261.32;1.57;15.18;0.90;18.24
0.01;4.30;261.32;1.50;15.19;0.91;18.25
0.01;4.29;261.48;1.50;15.18;0.91;18.25
0.01;4.29;261.50;1.50;15.18;0.91;18.25
0.01;4.29;261.56;1.51;15.18;0.92;18.26
0.01;4.29;261.58;1.54;15.18;0.92;18.26
0.02;4.28;261.66;1.53;15.18;0.93;18.26
0.02;4.28;261.67;1.53;15.18;0.93;18.26
0.02;4.27;261.74;1.52;15.18;0.94;18.26
0.03;4.27;261.74;1.51;15.18;0.94;18.26
0.03;4.26;261.78;1.49;15.18;0.94;18.26
0.03;4.25;261.77;1.48;15.19;0.94;18.26
0.04;4.25;261.78;1.46;15.20;0.93;18.25
0.04;4.24;261.80;1.47;15.21;0.93;18.25
0.04;4.24;261.78;1.45;15.23;0.92;18.25
0.04;4.23;261.76;1.42;15.24;0.90;18.25
0.05;4.22;261.74;1.39;15.25;0.88;18.26
0.05;4.21;261.68;1.33;15.26;0.86;18.26
0.05;4.21;261.62;1.30;15.27;0.84;18.27
0.05;4.21;261.56;1.28;15.28;0.83;18.27
0.05;4.21;261.49;1.27;15.29;0.83;18.27
0.05;4.21;261.40;1.28;15.29;0.83;18.27
0.05;4.22;261.31;1.28;15.30;0.84;18.27
0.05;4.22;261.20;1.29;15.30;0.84;18.27
0.05;4.22;261.07;1.29;15.30;0.84;18.26
0.05;4.22;260.93;1.29;15.31;0.84;18.26
0.04;4.22;260.79;1.30;15.32;0.83;18.26
0.04;4.22;260.65;1.33;15.32;0.84;18.26
0.04;4.22;260.49;1.36;15.33;0.84;18.26
0.04;4.22;260.32;1.41;15.34;0.85;18.26
0.04;4.22;260.15;1.45;15.35;0.86;18.27
0.04;4.22;259.98;1.49;15.35;0.87;18.27
0.04;4.22;259.80;1.53;15.36;0.89;18.27
0.04;4.22;259.60;1.55;15.38;0.91;18.28
0.04;4.22;259.37;1.58;15.39;0.92;18.29
0.04;4.21;259.16;1.60;15.42;0.92;18.29
0.04;4.21;258.91;1.61;15.44;0.91;18.30
0.04;4.21;258.66;1.61;15.47;0.90;18.30
0.04;4.21;258.36;1.59;15.49;0.88;18.30
0.04;4.21;258.14;1.57;15.51;0.86;18.30
0.04;4.21;257.79;1.56;15.53;0.85;18.30
0.04;4.21;257.48;1.55;15.54;0.86;18.31
0.04;4.21;257.12;1.56;15.56;0.87;18.32
0.04;4.21;256.79;1.56;15.58;0.88;18.33
0.04;4.22;256.38;1.57;15.61;0.90;18.35
0.04;4.22;256.00;1.59;15.64;0.92;18.36
0.04;4.23;255.61;1.61;15.67;0.94;18.37
0.04;4.23;255.18;1.63;15.69;0.97;18.37
0.05;4.24;254.79;1.66;15.71;1.01;18.37
0.05;4.26;254.38;1.66;15.73;1.06;18.37
0.06;4.27;253.97;1.70;15.75;1.11;18.36
0.07;4.29;253.53;1.74;15.77;1.16;18.35
0.08;4.30;253.08;1.77;15.79;1.20;18.34
0.09;4.32;252.64;1.82;15.81;1.23;18.33
0.10;4.33;252.18;1.85;15.84;1.26;18.32
0.10;4.34;251.72;1.88;15.87;1.29;18.32
0.10;4.35;251.23;1.89;15.91;1.31;18.31
0.10;4.36;250.79;1.90;15.95;1.32;18.30
0.09;4.36;250.32;1.91;16.00;1.34;18.30
0.10;4.36;249.90;1.91;16.04;1.34;18.29
0.10;4.36;249.44;1.91;16.08;1.34;18.29
0.11;4.37;249.01;1.94;16.11;1.33;18.28
0.12;4.38;248.54;1.94;16.15;1.32;18.28
0.13;4.40;248.14;1.95;16.18;1.32;18.27
0.15;4.43;247.66;1.99;16.22;1.33;18.27
0.16;4.47;247.27;2.01;16.26;1.35;18.26
0.17;4.50;246.78;2.14;16.29;1.38;18.26
0.18;4.53;246.48;2.32;16.32;1.43;18.26
0.19;4.56;245.95;2.45;16.35;1.49;18.26
0.25;4.60;245.79;2.88;16.38;1.55;18.26
0.27;4.62;245.18;3.00;16.41;1.59;18.25
0.29;4.63;245.27;3.15;16.44;1.61;18.25
0.30;4.64;244.75;3.25;16.48;1.63;18.25
0.00;4.21;268.85;3.21;14.40;2.82;16.54
0.03;4.24;268.81;3.50;14.40;2.81;16.52
0.12;4.27;268.81;3.48;14.46;2.69;16.65
0.23;4.30;268.90;3.26;14.55;2.47;16.90
0.29;4.32;268.87;3.22;14.61;2.38;17.10
0.31;4.32;268.91;3.21;14.68;2.36;17.24
0.34;4.32;268.92;3.16;14.73;2.32;17.35
0.36;4.32;268.91;3.10;14.78;2.23;17.45
0.37;4.31;268.91;3.10;14.81;2.15;17.53
0.38;4.31;268.91;3.02;14.84;2.08;17.59
0.39;4.31;268.89;2.93;14.86;2.00;17.63
0.39;4.30;268.87;2.82;14.89;1.91;17.67
0.39;4.30;268.82;2.63;14.92;1.83;17.69
0.38;4.29;268.77;2.54;14.96;1.76;17.72
0.34;4.29;268.73;2.48;14.99;1.71;17.73
0.31;4.27;268.71;2.46;15.02;1.69;17.75
0.27;4.26;268.71;2.50;15.06;1.69;17.77
0.23;4.24;268.69;2.54;15.08;1.70;17.79
0.20;4.22;268.67;2.60;15.11;1.72;17.82
0.19;4.20;268.70;2.70;15.12;1.74;17.84
0.19;4.19;268.65;2.82;15.13;1.77;17.86
0.19;4.18;268.68;2.89;15.13;1.80;17.87
0.18;4.17;268.55;2.91;15.13;1.80;17.87
0.18;4.16;268.49;2.90;15.14;1.79;17.85
0.18;4.16;268.30;2.91;15.13;1.78;17.83
0.18;4.16;268.25;2.86;15.13;1.76;17.82
0.18;4.16;268.21;2.84;15.13;1.75;17.81
0.18;4.15;268.11;2.83;15.14;1.75;17.80
0.18;4.15;268.03;2.76;15.16;1.74;17.82
0.17;4.15;267.98;2.75;15.16;1.73;17.84
0.18;4.15;267.81;2.75;15.17;1.72;17.86
0.17;4.15;267.63;2.76;15.18;1.72;17.89
0.16;4.15;267.66;2.79;15.18;1.72;17.91
0.14;4.15;267.62;2.83;15.18;1.72;17.94
0.12;4.14;267.47;2.89;15.18;1.73;17.96
0.10;4.13;267.38;2.91;15.19;1.75;17.99
0.10;4.12;267.18;2.94;15.20;1.76;18.01
0.10;4.11;267.10;2.94;15.20;1.75;18.03
0.10;4.10;266.95;2.97;15.20;1.75;18.05
0.10;4.10;266.78;3.00;15.20;1.76;18.08
0.10;4.09;266.57;3.03;15.20;1.76;18.11
0.09;4.09;266.36;3.01;15.21;1.74;18.14
0.08;4.08;266.18;2.97;15.21;1.72;18.16
0.08;4.08;265.95;2.94;15.21;1.71;18.18
0.08;4.08;265.77;2.87;15.21;1.72;18.20
0.13;4.08;265.49;2.89;15.21;1.76;18.22
0.24;4.08;265.31;2.91;15.21;1.78;18.24
0.33;4.09;265.02;2.91;15.20;1.80;18.26
0.38;4.09;264.80;2.94;15.20;1.80;18.28
0.39;4.09;264.51;2.95;15.19;1.81;18.30
0.40;4.10;264.30;2.95;15.19;1.82;18.31
0.39;4.10;264.00;2.96;15.18;1.84;18.32
0.39;4.10;263.73;2.98;15.19;1.86;18.33
0.42;4.10;263.44;3.01;15.19;1.89;18.34
0.49;4.10;263.17;3.03;15.19;1.90;18.35
0.57;4.10;262.88;3.05;15.19;1.90;18.36
0.65;4.10;262.59;3.09;15.19;1.89;18.37
0.71;4.11;262.27;3.08;15.18;1.87;18.37
0.74;4.12;261.97;3.04;15.18;1.83;18.38
0.73;4.13;261.64;2.98;15.17;1.78;18.38
0.70;4.14;261.34;2.81;15.16;1.72;18.38
0.64;4.15;261.02;2.71;15.16;1.66;18.38
0.58;4.16;260.69;2.59;15.15;1.62;18.38
0.50;4.17;260.34;2.48;15.15;1.58;18.38
0.43;4.18;260.02;2.41;15.14;1.56;18.38
0.36;4.18;259.69;2.36;15.14;1.58;18.37
0.29;4.18;259.42;2.34;15.14;1.63;18.36
0.24;4.18;259.07;2.34;15.14;1.71;18.36
0.19;4.18;258.76;2.36;15.14;1.81;18.35
0.18;4.18;258.46;2.41;15.14;1.93;18.34
0.20;4.17;258.14;2.45;15.14;2.05;18.34
0.26;4.17;257.80;2.49;15.13;2.14;18.33
0.33;4.18;257.46;2.54;15.13;2.19;18.33
0.41;4.18;257.11;2.54;15.12;2.20;18.33
0.50;4.19;256.79;2.52;15.12;2.19;18.34
0.56;4.20;256.47;2.50;15.11;2.15;18.34
0.61;4.20;256.11;2.41;15.10;2.10;18.35
0.63;4.21;255.83;2.39;15.10;2.05;18.36
0.64;4.22;255.50;2.39;15.10;2.03;18.37
0.63;4.22;255.21;2.41;15.09;2.01;18.38
0.61;4.22;254.90;2.47;15.08;2.01;18.39
0.59;4.22;254.63;2.52;15.08;2.02;18.40
0.56;4.22;254.31;2.57;15.08;2.04;18.40
0.52;4.23;254.06;2.63;15.08;2.06;18.41
0.50;4.23;253.76;2.67;15.07;2.07;18.41
0.47;4.23;253.57;2.70;15.06;2.08;18.41
0.44;4.23;253.26;2.73;15.06;2.10;18.41
0.41;4.24;253.11;2.75;15.05;2.11;18.41
0.38;4.24;252.78;2.80;15.05;2.11;18.41
0.34;4.25;252.63;2.80;15.05;2.11;18.41
0.30;4.26;252.38;2.81;15.05;2.11;18.41
0.27;4.26;252.20;2.81;15.04;2.10;18.42
0.23;4.27;252.02;2.74;15.05;2.09;18.42
0.20;4.28;251.93;2.74;15.05;2.08;18.42
0.16;4.28;251.77;2.73;15.05;2.07;18.43
0.13;4.29;251.74;2.74;15.06;2.06;18.43
0.10;4.29;251.65;2.77;15.06;2.05;18.43
0.07;4.30;251.69;2.76;15.06;2.04;18.42
0.05;4.30;251.70;2.75;15.06;2.02;18.42
0.04;4.30;251.82;2.74;15.06;2.00;18.42
0.03;4.31;251.93;2.72;15.05;1.97;18.42
0.02;4.31;252.09;2.70;15.05;1.96;18.42
0.02;4.31;252.28;2.70;15.04;1.95;18.42
0.02;4.32;252.48;2.68;15.03;1.94;18.42
0.02;4.32;252.68;2.71;15.03;1.92;18.41
0.02;4.32;252.92;2.70;15.02;1.92;18.41
0.03;4.32;253.14;2.69;15.02;1.90;18.40
0.04;4.32;253.41;2.68;15.01;1.89;18.40
0.04;4.33;253.65;2.60;15.00;1.89;18.39
0.05;4.33;253.93;2.61;15.00;1.88;18.38
0.05;4.33;254.25;2.62;15.00;1.88;18.37
0.04;4.33;254.48;2.63;15.00;1.87;18.36
0.04;4.33;254.76;2.65;15.00;1.84;18.35
0.04;4.33;255.06;2.60;15.01;1.78;18.34
0.04;4.32;255.23;2.52;15.02;1.70;18.33
0.03;4.32;255.49;2.41;15.04;1.60;18.33
0.03;4.31;255.75;2.26;15.05;1.49;18.32
0.03;4.31;255.88;2.07;15.07;1.37;18.31
0.03;4.30;256.19;1.92;15.08;1.27;18.30
0.03;4.30;256.32;1.78;15.09;1.18;18.29
0.03;4.30;256.62;1.71;15.10;1.12;18.29
0.02;4.29;256.78;1.64;15.09;1.07;18.28
0.02;4.29;257.09;1.61;15.09;1.04;18.27
0.02;4.29;257.23;1.58;15.08;1.01;18.26
0.01;4.28;257.53;1.50;15.08;0.98;18.25
0.01;4.28;257.66;1.47;15.07;0.96;18.24
0.01;4.27;257.89;1.44;15.07;0.93;18.23
0.01;4.27;258.07;1.42;15.08;0.91;18.22
0.01;4.27;258.32;1.42;15.08;0.90;18.21
0.01;4.27;258.51;1.42;15.08;0.89;18.21
0.01;4.27;258.74;1.43;15.08;0.89;18.21
0.01;4.27;258.89;1.43;15.08;0.89;18.20
0.01;4.27;259.13;1.43;15.08;0.88;18.20
0.01;4.27;259.21;1.43;15.09;0.88;18.20
0.01;4.27;259.42;1.42;15.10;0.87;18.20
0.01;4.27;259.48;1.42;15.11;0.87;18.20
0.01;4.27;259.75;1.46;15.11;0.87;18.20
0.01;4.27;259.79;1.46;15.12;0.87;18.19
0.01;4.27;260.05;1.47;15.13;0.87;18.19
0.01;4.27;260.02;1.48;15.13;0.88;18.18
0.01;4.27;260.32;1.44;15.14;0.88;18.18
0.01;4.27;260.26;1.45;15.15;0.89;18.18
0.01;4.28;260.54;1.47;15.15;0.89;18.17
0.01;4.28;260.41;1.48;15.16;0.89;18.17
0.01;4.28;260.70;1.51;15.17;0.88;18.16
0.01;4.28;260.54;1.52;15.17;0.88;18.16
0.01;4.28;260.75;1.52;15.18;0.88;18.16
0.01;4.28;260.65;1.51;15.19;0.87;18.16
0.01;4.29;260.80;1.51;15.20;0.87;18.16
0.01;4.29;260.83;1.50;15.20;0.87;18.16
0.01;4.29;260.87;1.49;15.21;0.87;18.16
0.01;4.29;260.97;1.48;15.21;0.87;18.16
0.01;4.30;260.96;1.51;15.21;0.86;18.17
0.01;4.30;261.09;1.50;15.20;0.86;18.17
0.01;4.30;261.05;1.50;15.19;0.86;18.18
0.01;4.30;261.18;1.50;15.19;0.86;18.18
0.01;4.30;261.16;1.46;15.19;0.86;18.19
0.01;4.31;261.31;1.47;15.19;0.87;18.20
0.01;4.31;261.26;1.48;15.18;0.87;18.20
0.01;4.31;261.38;1.48;15.19;0.88;18.21
0.01;4.31;261.36;1.51;15.19;0.89;18.22
0.01;4.31;261.48;1.52;15.20;0.89;18.23
0.01;4.30;261.44;1.52;15.20;0.90;18.24
0.01;4.30;261.59;1.52;15.20;0.91;18.24
0.01;4.30;261.58;1.52;15.20;0.91;18.25
0.01;4.30;261.72;1.52;15.20;0.92;18.25
0.01;4.29;261.69;1.52;15.20;0.92;18.26
0.01;4.29;261.77;1.52;15.20;0.93;18.26
0.01;4.29;261.75;1.56;15.20;0.93;18.26
0.02;4.29;261.76;1.55;15.20;0.94;18.26
0.02;4.28;261.80;1.54;15.20;0.94;18.26
0.02;4.28;261.85;1.53;15.19;0.94;18.26
0.02;4.27;261.81;1.45;15.19;0.94;18.26
0.03;4.27;261.87;1.44;15.20;0.94;18.26
0.03;4.26;261.84;1.42;15.21;0.93;18.26
0.03;4.26;261.88;1.40;15.22;0.93;18.26
0.04;4.25;261.82;1.40;15.23;0.92;18.26
0.04;4.24;261.86;1.37;15.24;0.91;18.26
0.04;4.23;261.81;1.35;15.25;0.90;18.26
0.04;4.23;261.76;1.32;15.26;0.88;18.26
0.04;4.22;261.70;1.30;15.27;0.86;18.26
0.04;4.22;261.67;1.28;15.28;0.85;18.27
0.04;4.22;261.61;1.26;15.29;0.84;18.27
0.04;4.22;261.53;1.25;15.30;0.83;18.27
0.05;4.22;261.42;1.28;15.30;0.83;18.27
0.05;4.22;261.33;1.28;15.30;0.83;18.27
0.05;4.22;261.14;1.28;15.31;0.83;18.27
0.04;4.21;261.07;1.28;15.31;0.82;18.27
0.04;4.21;260.89;1.24;15.32;0.82;18.26
0.04;4.21;260.79;1.26;15.32;0.82;18.26
0.04;4.21;260.62;1.29;15.33;0.82;18.26
0.04;4.20;260.47;1.32;15.34;0.83;18.26
0.04;4.20;260.28;1.37;15.35;0.84;18.26
0.04;4.20;260.11;1.40;15.35;0.84;18.27
0.04;4.20;259.91;1.44;15.36;0.86;18.27
0.03;4.20;259.75;1.47;15.36;0.87;18.28
0.03;4.20;259.52;1.50;15.38;0.87;18.28
0.03;4.19;259.30;1.51;15.40;0.87;18.29
0.03;4.19;259.07;1.50;15.42;0.86;18.30
0.03;4.18;258.80;1.47;15.44;0.84;18.30
0.03;4.18;258.55;1.48;15.47;0.81;18.30
0.03;4.18;258.25;1.45;15.49;0.79;18.30
0.03;4.18;258.01;1.44;15.52;0.79;18.30
0.03;4.18;257.65;1.43;15.53;0.78;18.30
0.03;4.18;257.33;1.37;15.55;0.79;18.31
0.03;4.18;256.95;1.38;15.57;0.80;18.33
0.03;4.18;256.63;1.39;15.60;0.82;18.34
0.03;4.19;256.22;1.41;15.62;0.84;18.35
0.03;4.19;255.79;1.45;15.65;0.86;18.36
0.04;4.20;255.42;1.48;15.68;0.89;18.36
0.04;4.22;254.99;1.51;15.70;0.93;18.36
0.04;4.23;254.60;1.56;15.72;0.98;18.36
0.05;4.25;254.18;1.61;15.74;1.04;18.36
0.06;4.26;253.76;1.66;15.76;1.10;18.35
0.07;4.28;253.34;1.71;15.78;1.15;18.34
0.08;4.29;252.88;1.75;15.80;1.20;18.33
0.09;4.31;252.45;1.84;15.82;1.24;18.32
0.09;4.32;251.99;1.88;15.85;1.27;18.32
0.09;4.33;251.56;1.91;15.89;1.30;18.31
0.09;4.34;251.09;1.92;15.93;1.32;18.31
0.09;4.35;250.65;1.85;15.97;1.33;18.30
0.08;4.36;250.19;1.85;16.02;1.34;18.30
0.08;4.36;249.81;1.85;16.06;1.34;18.29
0.10;4.36;249.37;1.85;16.10;1.33;18.29
0.11;4.37;248.93;1.87;16.14;1.31;18.28
0.12;4.38;248.46;1.87;16.18;1.30;18.28
0.13;4.39;248.06;1.86;16.21;1.29;18.27
0.14;4.42;247.57;1.85;16.25;1.30;18.27
0.15;4.45;247.20;1.86;16.29;1.30;18.26
0.15;4.48;246.74;1.92;16.32;1.32;18.26
0.16;4.51;246.39;2.04;16.34;1.35;18.26
0.18;4.54;245.86;2.18;16.37;1.40;18.26
0.20;4.57;245.57;2.52;16.40;1.47;18.25
0.24;4.60;245.41;2.67;16.43;1.52;18.25
0.30;4.63;245.17;2.91;16.46;1.58;18.25
0.03;4.24;268.90;3.33;14.40;2.89;16.59
0.08;4.27;268.83;3.61;14.42;2.81;16.62
0.19;4.29;268.90;3.47;14.52;2.60;16.78
0.29;4.31;268.84;3.29;14.61;2.40;17.02
0.33;4.32;268.87;3.26;14.67;2.34;17.19
