Nit;Pho;Dox;Ppn;Sst;Chl;Sal
0.00;4.18;264.38;1.28;15.32;0.94;18.32
0.00;4.18;264.51;1.28;15.33;0.94;18.32
0.00;4.18;264.59;1.28;15.34;0.93;18.31
0.00;4.18;264.72;1.27;15.34;0.93;18.31
0.00;4.18;264.75;1.27;15.34;0.92;18.30
0.00;4.18;264.87;1.27;15.35;0.92;18.30
0.00;4.18;264.87;1.26;15.35;0.91;18.30
0.00;4.18;264.97;1.26;15.35;0.91;18.30
0.00;4.18;264.96;1.30;15.35;0.91;18.30
0.00;4.18;265.00;1.30;15.35;0.91;18.30
0.00;4.18;265.00;1.31;15.35;0.92;18.30
0.00;4.18;264.98;1.31;15.34;0.92;18.30
0.00;4.18;264.97;1.23;15.34;0.92;18.29
0.00;4.18;264.91;1.24;15.33;0.93;18.29
0.00;4.19;264.93;1.24;15.33;0.93;18.28
0.00;4.19;264.83;1.25;15.32;0.94;18.28
0.00;4.19;264.82;1.28;15.32;0.95;18.27
0.00;4.19;264.69;1.29;15.32;0.96;18.27
0.00;4.19;264.65;1.30;15.31;0.97;18.27
0.00;4.19;264.50;1.31;15.31;0.97;18.26
0.00;4.19;264.44;1.31;15.31;0.98;18.26
0.00;4.19;264.32;1.31;15.31;0.98;18.26
0.00;4.19;264.23;1.31;15.31;0.98;18.26
0.00;4.19;264.10;1.31;15.31;0.99;18.25
0.00;4.19;264.00;1.38;15.32;0.99;18.25
0.00;4.19;263.86;1.37;15.32;0.98;18.25
0.00;4.19;263.77;1.37;15.32;0.98;18.25
0.01;4.19;263.61;1.36;15.32;0.97;18.25
0.01;4.19;263.46;1.25;15.32;0.97;18.26
0.01;4.19;263.31;1.25;15.33;0.96;18.26
0.01;4.19;263.18;1.24;15.34;0.96;18.26
0.01;4.19;263.04;1.23;15.35;0.95;18.26
0.01;4.19;262.93;1.25;15.36;0.95;18.26
0.01;4.19;262.79;1.24;15.36;0.94;18.26
0.01;4.19;262.65;1.22;15.37;0.94;18.26
0.01;4.19;262.51;1.22;15.38;0.94;18.26
0.01;4.20;262.37;1.21;15.39;0.94;18.27
0.01;4.20;262.22;1.20;15.40;0.94;18.27
0.01;4.20;262.08;1.20;15.41;0.94;18.27
0.01;4.20;261.94;1.19;15.42;0.93;18.26
0.01;4.20;261.79;1.26;15.44;0.93;18.26
0.01;4.20;261.67;1.26;15.45;0.93;18.25
0.01;4.20;261.54;1.25;15.47;0.92;18.24
0.01;4.20;261.42;1.24;15.48;0.92;18.23
0.01;4.20;261.30;1.13;15.50;0.92;18.22
0.01;4.20;261.18;1.12;15.51;0.91;18.22
0.01;4.20;261.08;1.12;15.53;0.91;18.21
0.01;4.20;260.94;1.11;15.55;0.91;18.21
0.01;4.20;260.89;1.13;15.56;0.92;18.22
0.01;4.20;260.75;1.14;15.57;0.92;18.22
0.01;4.20;260.75;1.14;15.59;0.92;18.23
0.01;4.20;260.60;1.14;15.59;0.92;18.24
0.01;4.20;260.66;1.15;15.60;0.91;18.24
0.01;4.20;260.50;1.14;15.61;0.91;18.25
0.01;4.20;260.56;1.14;15.62;0.90;18.25
0.01;4.20;260.47;1.14;15.62;0.90;18.26
0.01;4.20;260.53;1.22;15.63;0.89;18.26
0.01;4.20;260.50;1.22;15.64;0.89;18.27
0.01;4.20;260.57;1.21;15.64;0.88;18.27
0.01;4.20;260.60;1.21;15.65;0.88;18.27
0.01;4.21;260.69;1.10;15.65;0.88;18.27
0.01;4.21;260.75;1.11;15.66;0.88;18.27
0.01;4.21;260.84;1.12;15.66;0.87;18.26
0.01;4.21;260.99;1.13;15.66;0.87;18.26
0.01;4.21;261.07;1.16;15.65;0.87;18.26
0.01;4.22;261.28;1.18;15.65;0.87;18.27
0.01;4.22;261.37;1.19;15.65;0.87;18.27
0.01;4.22;261.64;1.20;15.65;0.87;18.27
0.01;4.22;261.73;1.20;15.65;0.87;18.27
0.01;4.22;261.97;1.20;15.65;0.87;18.28
0.01;4.23;262.08;1.20;15.64;0.88;18.28
0.01;4.23;262.37;1.19;15.64;0.88;18.28
0.01;4.23;262.51;1.30;15.64;0.88;18.28
0.01;4.23;262.73;1.29;15.63;0.88;18.29
0.01;4.23;262.94;1.30;15.63;0.88;18.29
0.01;4.23;263.12;1.30;15.63;0.88;18.29
0.01;4.24;263.38;1.17;15.64;0.88;18.29
0.01;4.24;263.51;1.17;15.64;0.88;18.29
0.01;4.23;263.76;1.16;15.65;0.88;18.30
0.01;4.23;263.88;1.16;15.66;0.87;18.30
0.01;4.23;264.15;1.18;15.67;0.87;18.30
0.01;4.23;264.24;1.18;15.69;0.86;18.31
0.01;4.22;264.52;1.17;15.70;0.85;18.31
0.01;4.22;264.58;1.16;15.72;0.85;18.31
0.01;4.22;264.83;1.16;15.73;0.84;18.30
0.01;4.21;264.86;1.16;15.75;0.83;18.29
0.01;4.21;265.06;1.15;15.78;0.82;18.29
0.01;4.21;265.13;1.15;15.80;0.82;18.28
0.01;4.20;265.30;1.23;15.82;0.81;18.28
0.01;4.20;265.36;1.21;15.83;0.80;18.28
0.01;4.20;265.47;1.19;15.85;0.79;18.28
0.01;4.19;265.46;1.17;15.85;0.79;18.28
0.01;4.19;265.56;1.05;15.86;0.78;18.28
0.01;4.18;265.49;1.03;15.87;0.77;18.28
0.01;4.18;265.56;1.03;15.88;0.77;18.29
0.01;4.18;265.44;1.02;15.90;0.76;18.30
0.01;4.17;265.40;1.02;15.92;0.75;18.30
0.01;4.17;265.23;1.01;15.93;0.75;18.30
0.01;4.17;265.13;1.01;15.95;0.74;18.31
0.01;4.17;264.94;1.00;15.97;0.74;18.31
0.01;4.17;264.76;1.00;16.00;0.74;18.32
0.01;4.17;264.55;1.01;16.02;0.74;18.32
0.01;4.17;264.33;1.01;16.04;0.74;18.32
0.01;4.17;264.09;1.03;16.06;0.75;18.32
0.01;4.17;263.81;1.16;16.07;0.75;18.33
0.01;4.17;263.46;1.19;16.09;0.76;18.33
0.01;4.17;263.11;1.21;16.10;0.77;18.33
0.01;4.17;262.80;1.24;16.10;0.78;18.34
0.01;4.17;262.41;1.14;16.11;0.79;18.34
0.01;4.17;262.09;1.16;16.13;0.80;18.35
0.01;4.18;261.66;1.18;16.14;0.81;18.36
0.01;4.18;261.28;1.18;16.16;0.81;18.37
0.01;4.18;260.83;1.20;16.18;0.82;18.37
0.01;4.18;260.41;1.19;16.20;0.82;18.37
0.01;4.19;260.02;1.19;16.21;0.83;18.38
0.01;4.19;259.59;1.19;16.23;0.83;18.38
0.01;4.19;259.24;1.19;16.24;0.83;18.38
0.01;4.20;258.81;1.19;16.26;0.84;18.38
0.01;4.20;258.47;1.20;16.28;0.85;18.38
0.01;4.21;258.08;1.21;16.29;0.86;18.37
0.01;4.22;257.77;1.33;16.30;0.88;18.37
0.01;4.23;257.43;1.35;16.31;0.90;18.36
0.01;4.23;257.16;1.37;16.32;0.92;18.35
0.02;4.24;256.87;1.39;16.33;0.94;18.35
0.02;4.24;256.65;1.28;16.35;0.96;18.34
0.02;4.25;256.36;1.31;16.37;0.99;18.33
0.02;4.26;256.17;1.34;16.39;1.03;18.32
0.03;4.27;255.93;1.39;16.41;1.08;18.32
0.03;4.28;255.79;1.47;16.43;1.14;18.31
0.04;4.30;255.59;1.53;16.46;1.21;18.31
0.05;4.31;255.49;1.59;16.49;1.28;18.31
0.06;4.33;255.31;1.64;16.52;1.35;18.30
0.08;4.35;255.24;1.69;16.55;1.40;18.30
0.10;4.38;255.06;1.74;16.57;1.46;18.29
0.13;4.41;255.00;1.78;16.59;1.51;18.28
0.20;4.44;254.86;1.80;16.62;1.53;18.27
0.29;4.48;254.83;1.94;16.64;1.52;18.26
0.38;4.52;254.70;1.91;16.66;1.48;18.26
0.46;4.55;254.67;1.87;16.68;1.44;18.26
0.51;4.57;254.57;1.85;16.70;1.40;18.26
0.54;4.59;254.59;1.74;16.71;1.39;18.26
0.54;4.60;254.56;1.75;16.73;1.41;18.25
0.52;4.60;254.59;1.77;16.73;1.43;18.25
0.50;4.61;254.58;1.77;16.75;1.44;18.25
0.47;4.61;254.63;1.83;16.76;1.46;18.25
0.44;4.60;254.71;1.82;16.77;1.46;18.25
0.41;4.60;254.78;1.81;16.78;1.47;18.25
0.39;4.60;254.95;1.80;16.79;1.47;18.25
0.36;4.61;255.05;1.80;16.80;1.49;18.25
0.32;4.61;255.23;1.83;16.80;1.53;18.24
0.30;4.62;255.27;1.84;16.81;1.55;18.24
0.30;4.64;255.45;1.82;16.82;1.54;18.24
0.32;4.65;255.39;1.86;16.82;1.53;18.23
0.33;4.66;255.56;1.85;16.83;1.52;18.23
0.33;4.67;255.52;1.87;16.84;1.54;18.22
0.31;4.67;255.73;1.91;16.84;1.59;18.22
0.30;4.68;255.76;1.89;16.85;1.65;18.22
0.29;4.68;255.99;1.93;16.85;1.68;18.22
0.30;4.69;255.96;1.96;16.86;1.68;18.22
0.30;4.69;256.04;1.97;16.87;1.65;18.21
0.30;4.70;256.06;1.98;16.88;1.62;18.21
0.28;4.69;256.18;2.00;16.89;1.62;18.21
0.26;4.69;256.19;2.08;16.91;1.63;18.20
0.25;4.68;256.41;2.16;16.93;1.63;18.19
0.23;4.68;256.50;2.19;16.93;1.63;18.19
0.01;4.24;264.99;3.43;14.75;2.19;17.54
0.16;4.25;264.71;3.47;14.79;2.06;17.59
0.31;4.24;264.55;2.97;14.85;1.73;17.65
0.31;4.22;264.45;2.53;14.91;1.52;17.71
0.23;4.20;264.45;2.06;14.96;1.40;17.76
0.13;4.19;264.53;1.88;15.01;1.31;17.81
0.07;4.19;264.50;1.81;15.05;1.23;17.85
0.05;4.20;264.52;1.80;15.08;1.17;17.88
0.05;4.21;264.40;1.87;15.12;1.15;17.91
0.05;4.22;264.55;1.80;15.16;1.14;17.94
0.05;4.22;264.68;1.74;15.19;1.14;17.97
0.06;4.21;264.60;1.76;15.22;1.16;17.99
0.07;4.21;264.68;1.81;15.24;1.19;18.02
0.08;4.21;264.67;1.87;15.26;1.20;18.05
0.09;4.21;264.72;1.91;15.27;1.20;18.08
0.09;4.22;264.74;1.91;15.27;1.17;18.11
0.09;4.21;264.75;2.03;15.28;1.14;18.13
0.09;4.21;264.78;2.00;15.28;1.12;18.15
0.07;4.21;264.88;2.02;15.29;1.14;18.17
0.06;4.20;264.92;2.06;15.30;1.19;18.18
0.06;4.19;265.04;1.93;15.31;1.28;18.20
0.08;4.18;265.11;2.04;15.33;1.42;18.21
0.11;4.17;265.24;2.18;15.34;1.59;18.23
0.18;4.16;265.35;2.30;15.35;1.76;18.26
0.28;4.15;265.44;2.42;15.36;1.87;18.27
0.41;4.14;265.48;2.44;15.37;1.91;18.29
0.53;4.14;265.55;2.42;15.39;1.92;18.30
0.63;4.13;265.56;2.38;15.40;1.90;18.32
0.70;4.14;265.67;2.33;15.42;1.87;18.33
0.72;4.14;265.69;2.28;15.44;1.83;18.35
0.70;4.14;265.74;2.23;15.45;1.77;18.37
0.65;4.15;265.84;2.17;15.47;1.71;18.38
0.59;4.16;265.82;2.30;15.48;1.63;18.38
0.54;4.16;265.90;2.23;15.49;1.56;18.39
0.49;4.16;265.89;2.16;15.50;1.51;18.39
0.45;4.17;265.95;2.12;15.51;1.48;18.40
0.41;4.17;265.92;1.89;15.53;1.46;18.41
0.38;4.17;266.03;1.88;15.54;1.47;18.41
0.36;4.17;265.97;1.89;15.55;1.48;18.41
0.33;4.17;266.09;1.90;15.56;1.49;18.42
0.32;4.17;266.00;1.93;15.57;1.50;18.42
0.30;4.17;266.16;1.94;15.58;1.51;18.42
0.29;4.17;266.05;1.95;15.60;1.54;18.43
0.28;4.18;266.18;1.95;15.60;1.55;18.43
0.26;4.18;266.12;1.95;15.61;1.57;18.43
0.26;4.19;266.18;1.95;15.62;1.59;18.44
0.25;4.19;266.09;1.95;15.62;1.60;18.44
0.25;4.19;266.14;1.95;15.63;1.61;18.44
0.26;4.20;266.07;2.10;15.63;1.61;18.45
0.27;4.20;266.08;2.09;15.64;1.61;18.45
0.28;4.20;266.00;2.08;15.64;1.60;18.45
0.29;4.20;266.02;2.06;15.64;1.59;18.45
0.30;4.20;265.93;1.84;15.65;1.58;18.46
0.30;4.20;265.93;1.83;15.65;1.57;18.46
0.30;4.20;265.86;1.82;15.66;1.57;18.46
0.30;4.20;265.80;1.81;15.66;1.56;18.47
0.29;4.20;265.71;1.82;15.66;1.56;18.47
0.27;4.19;265.63;1.81;15.66;1.55;18.47
0.25;4.19;265.54;1.80;15.66;1.54;18.46
0.23;4.19;265.47;1.80;15.66;1.53;18.46
0.21;4.18;265.36;1.79;15.65;1.53;18.46
0.19;4.18;265.29;1.79;15.65;1.53;18.45
0.16;4.17;265.19;1.79;15.64;1.54;18.44
0.13;4.17;265.08;1.80;15.64;1.54;18.43
0.11;4.16;264.99;1.98;15.63;1.55;18.42
0.08;4.16;264.85;1.98;15.62;1.55;18.42
0.06;4.16;264.69;1.98;15.61;1.55;18.41
0.04;4.16;264.60;1.97;15.60;1.54;18.41
0.03;4.15;264.46;1.75;15.60;1.53;18.41
0.02;4.15;264.40;1.73;15.59;1.51;18.40
0.02;4.15;264.20;1.71;15.59;1.48;18.40
0.02;4.15;264.07;1.68;15.60;1.44;18.40
0.02;4.15;263.94;1.69;15.60;1.41;18.40
0.02;4.15;263.75;1.66;15.60;1.38;18.40
0.02;4.15;263.59;1.64;15.61;1.36;18.41
0.02;4.15;263.44;1.62;15.61;1.34;18.41
0.02;4.14;263.27;1.60;15.61;1.32;18.42
0.01;4.14;263.14;1.57;15.61;1.29;18.42
0.01;4.14;263.01;1.55;15.60;1.27;18.43
0.01;4.14;262.82;1.53;15.59;1.24;18.43
0.01;4.13;262.71;1.64;15.57;1.22;18.44
0.01;4.13;262.53;1.63;15.56;1.20;18.44
0.01;4.13;262.43;1.62;15.54;1.19;18.44
0.00;4.13;262.25;1.61;15.53;1.18;18.44
0.00;4.13;262.14;1.45;15.52;1.17;18.45
0.00;4.13;261.93;1.44;15.52;1.16;18.45
0.00;4.13;261.82;1.43;15.51;1.14;18.46
0.01;4.13;261.65;1.42;15.51;1.13;18.46
0.01;4.13;261.54;1.43;15.50;1.11;18.47
0.01;4.13;261.35;1.43;15.49;1.09;18.47
0.01;4.13;261.22;1.42;15.48;1.08;18.47
0.01;4.13;261.03;1.41;15.47;1.07;18.46
0.01;4.13;261.02;1.41;15.45;1.06;18.46
0.01;4.13;260.83;1.40;15.43;1.05;18.45
0.01;4.13;260.85;1.39;15.41;1.04;18.45
0.01;4.14;260.70;1.38;15.39;1.03;18.44
0.01;4.14;260.66;1.49;15.37;1.01;18.44
0.01;4.14;260.55;1.48;15.35;1.00;18.44
0.01;4.14;260.52;1.47;15.33;0.99;18.44
0.01;4.14;260.48;1.46;15.32;0.98;18.44
0.01;4.14;260.48;1.36;15.30;0.97;18.44
0.01;4.14;260.46;1.35;15.29;0.97;18.44
0.01;4.15;260.45;1.34;15.28;0.96;18.44
0.01;4.15;260.51;1.33;15.27;0.96;18.44
0.01;4.15;260.57;1.37;15.25;0.95;18.44
0.01;4.15;260.66;1.36;15.24;0.95;18.44
0.01;4.16;260.75;1.36;15.22;0.95;18.44
0.01;4.16;260.89;1.35;15.22;0.95;18.43
0.01;4.16;261.04;1.35;15.21;0.95;18.43
0.01;4.16;261.24;1.35;15.21;0.95;18.43
0.00;4.17;261.45;1.34;15.21;0.95;18.43
0.00;4.17;261.66;1.34;15.21;0.96;18.43
0.00;4.17;261.85;1.39;15.21;0.96;18.42
0.00;4.17;262.09;1.39;15.22;0.96;18.42
0.00;4.17;262.27;1.39;15.22;0.97;18.41
0.00;4.18;262.50;1.39;15.23;0.97;18.40
0.00;4.18;262.73;1.33;15.24;0.97;18.39
0.00;4.18;262.93;1.33;15.24;0.97;18.38
0.00;4.18;263.12;1.32;15.25;0.97;18.37
0.00;4.18;263.38;1.31;15.26;0.97;18.37
0.00;4.18;263.57;1.32;15.27;0.97;18.37
0.00;4.18;263.76;1.32;15.28;0.97;18.36
0.00;4.18;263.94;1.32;15.29;0.97;18.36
0.00;4.19;264.10;1.31;15.30;0.96;18.36
0.00;4.19;264.25;1.30;15.32;0.96;18.35
0.00;4.19;264.39;1.30;15.32;0.96;18.35
0.00;4.19;264.53;1.30;15.33;0.96;18.34
0.00;4.19;264.67;1.30;15.34;0.96;18.34
0.00;4.19;264.76;1.33;15.35;0.95;18.33
0.00;4.19;264.91;1.33;15.35;0.95;18.32
0.00;4.19;264.92;1.33;15.36;0.95;18.32
0.00;4.19;265.04;1.33;15.36;0.94;18.32
0.00;4.19;265.06;1.30;15.37;0.94;18.32
0.00;4.19;265.15;1.29;15.37;0.94;18.31
0.00;4.19;265.12;1.29;15.38;0.93;18.31
0.00;4.19;265.19;1.29;15.38;0.93;18.31
0.00;4.19;265.16;1.30;15.37;0.93;18.31
0.00;4.19;265.16;1.30;15.37;0.93;18.31
0.00;4.19;265.12;1.30;15.37;0.93;18.31
0.00;4.19;265.06;1.30;15.36;0.93;18.30
0.00;4.19;265.05;1.30;15.35;0.93;18.30
0.00;4.19;264.96;1.30;15.35;0.93;18.29
0.00;4.20;264.95;1.31;15.34;0.94;18.29
0.00;4.20;264.80;1.31;15.34;0.94;18.29
0.00;4.20;264.77;1.33;15.33;0.95;18.29
0.00;4.20;264.61;1.34;15.33;0.95;18.28
0.00;4.20;264.52;1.34;15.33;0.96;18.28
0.00;4.20;264.40;1.35;15.32;0.96;18.28
0.00;4.20;264.29;1.31;15.32;0.97;18.28
0.00;4.20;264.15;1.31;15.32;0.97;18.27
0.00;4.20;264.03;1.32;15.33;0.98;18.27
0.00;4.20;263.89;1.32;15.33;0.98;18.27
0.00;4.20;263.78;1.33;15.33;0.98;18.27
0.00;4.20;263.63;1.33;15.33;0.98;18.26
0.00;4.20;263.48;1.33;15.33;0.98;18.26
0.00;4.20;263.32;1.33;15.33;0.97;18.27
0.01;4.20;263.18;1.32;15.33;0.97;18.27
0.01;4.20;263.03;1.32;15.34;0.97;18.27
0.01;4.20;262.90;1.31;15.35;0.96;18.27
0.01;4.20;262.76;1.30;15.36;0.95;18.27
0.01;4.19;262.63;1.32;15.37;0.95;18.27
0.01;4.19;262.48;1.31;15.37;0.94;18.27
0.01;4.19;262.31;1.29;15.38;0.94;18.27
0.01;4.19;262.17;1.28;15.39;0.94;18.27
0.01;4.20;262.03;1.23;15.40;0.94;18.27
0.01;4.20;261.87;1.22;15.42;0.94;18.27
0.01;4.20;261.72;1.22;15.43;0.93;18.27
0.01;4.20;261.58;1.21;15.45;0.93;18.26
0.01;4.20;261.44;1.22;15.46;0.93;18.25
0.01;4.20;261.31;1.21;15.47;0.92;18.24
0.01;4.20;261.18;1.20;15.49;0.92;18.23
0.01;4.20;261.05;1.19;15.51;0.91;18.23
0.01;4.20;260.94;1.18;15.52;0.91;18.22
0.01;4.20;260.83;1.17;15.54;0.90;18.22
0.01;4.20;260.73;1.16;15.56;0.90;18.22
0.01;4.19;260.59;1.15;15.57;0.90;18.23
0.01;4.19;260.54;1.17;15.59;0.90;18.23
0.01;4.19;260.40;1.18;15.60;0.90;18.24
0.01;4.19;260.39;1.18;15.61;0.90;18.24
0.01;4.19;260.27;1.19;15.62;0.90;18.25
0.01;4.19;260.29;1.15;15.63;0.90;18.25
0.01;4.19;260.20;1.15;15.63;0.90;18.26
0.01;4.19;260.20;1.15;15.63;0.89;18.26
0.01;4.19;260.19;1.14;15.64;0.89;18.27
0.01;4.19;260.21;1.16;15.64;0.89;18.27
0.01;4.19;260.27;1.16;15.65;0.88;18.28
0.01;4.19;260.33;1.16;15.65;0.88;18.27
0.01;4.19;260.41;1.16;15.66;0.87;18.27
0.01;4.20;260.51;1.16;15.66;0.87;18.26
0.01;4.20;260.67;1.17;15.66;0.87;18.26
0.01;4.20;260.75;1.18;15.66;0.87;18.26
0.01;4.20;260.97;1.20;15.66;0.87;18.26
0.01;4.20;261.03;1.23;15.66;0.87;18.26
0.01;4.20;261.30;1.25;15.66;0.87;18.27
0.01;4.20;261.38;1.26;15.66;0.87;18.27
0.01;4.21;261.67;1.26;15.66;0.87;18.27
0.01;4.21;261.77;1.22;15.65;0.87;18.27
0.01;4.21;262.08;1.22;15.65;0.87;18.27
0.01;4.21;262.22;1.21;15.64;0.87;18.28
0.01;4.21;262.47;1.21;15.65;0.87;18.28
0.01;4.22;262.67;1.23;15.65;0.87;18.29
0.01;4.22;262.88;1.23;15.64;0.88;18.29
0.01;4.22;263.14;1.23;15.65;0.88;18.29
0.01;4.22;263.30;1.24;15.65;0.88;18.29
0.01;4.22;263.59;1.23;15.66;0.88;18.29
0.01;4.22;263.74;1.23;15.66;0.88;18.29
0.01;4.22;264.01;1.23;15.68;0.87;18.29
0.01;4.22;264.17;1.22;15.69;0.87;18.29
0.01;4.22;264.45;1.25;15.70;0.86;18.29
0.01;4.21;264.58;1.24;15.72;0.86;18.30
0.01;4.21;264.85;1.23;15.74;0.85;18.30
0.01;4.21;264.93;1.23;15.76;0.84;18.29
0.01;4.21;265.19;1.18;15.78;0.84;18.29
0.01;4.20;265.23;1.18;15.81;0.83;18.28
0.01;4.20;265.47;1.18;15.83;0.82;18.27
0.01;4.20;265.51;1.17;15.85;0.82;18.27
0.01;4.20;265.71;1.17;15.87;0.81;18.26
0.01;4.19;265.73;1.16;15.88;0.80;18.26
0.01;4.19;265.90;1.14;15.89;0.79;18.27
0.01;4.19;265.86;1.12;15.90;0.79;18.27
0.01;4.18;265.96;1.11;15.92;0.78;18.28
0.01;4.18;265.89;1.09;15.93;0.77;18.29
0.01;4.18;265.93;1.08;15.94;0.77;18.29
0.01;4.18;265.81;1.07;15.96;0.76;18.30
0.01;4.17;265.73;1.09;15.98;0.76;18.30
0.01;4.17;265.57;1.08;16.00;0.76;18.30
0.01;4.17;265.45;1.08;16.01;0.75;18.31
0.01;4.17;265.26;1.07;16.03;0.75;18.31
0.01;4.17;265.07;1.03;16.05;0.75;18.32
0.01;4.17;264.84;1.03;16.07;0.76;18.32
0.01;4.17;264.57;1.05;16.09;0.76;18.32
0.01;4.17;264.31;1.07;16.10;0.76;18.33
0.01;4.17;263.95;1.11;16.11;0.77;18.33
0.01;4.17;263.65;1.14;16.12;0.77;18.33
0.01;4.17;263.28;1.16;16.12;0.78;18.34
0.01;4.17;262.97;1.19;16.13;0.79;18.34
0.01;4.18;262.54;1.22;16.14;0.80;18.35
0.01;4.18;262.20;1.24;16.15;0.80;18.36
0.01;4.18;261.77;1.24;16.17;0.81;18.37
0.01;4.18;261.35;1.25;16.19;0.81;18.38
0.01;4.18;260.95;1.29;16.21;0.82;18.38
0.01;4.19;260.51;1.29;16.22;0.82;18.38
0.01;4.19;260.15;1.29;16.24;0.82;18.38
0.01;4.19;259.68;1.29;16.25;0.83;18.38
0.01;4.20;259.36;1.22;16.27;0.83;18.38
0.01;4.20;258.94;1.22;16.28;0.84;18.38
0.01;4.21;258.61;1.23;16.29;0.86;18.38
0.01;4.22;258.27;1.24;16.31;0.87;18.37
0.01;4.22;257.98;1.27;16.32;0.89;18.37
0.01;4.23;257.67;1.29;16.32;0.91;18.36
0.01;4.24;257.45;1.31;16.33;0.93;18.36
0.02;4.24;257.18;1.33;16.35;0.95;18.35
0.02;4.25;256.97;1.35;16.37;0.98;18.34
0.02;4.26;256.74;1.38;16.38;1.01;18.34
0.02;4.27;256.57;1.42;16.40;1.05;18.33
0.03;4.28;256.38;1.48;16.42;1.11;18.33
0.04;4.29;256.25;1.61;16.45;1.18;18.32
0.05;4.31;256.11;1.68;16.48;1.25;18.32
0.06;4.32;256.01;1.75;16.50;1.32;18.31
0.07;4.34;255.87;1.80;16.53;1.38;18.31
0.08;4.36;255.81;1.75;16.55;1.44;18.30
0.10;4.39;255.69;1.80;16.57;1.49;18.28
0.14;4.42;255.65;1.83;16.60;1.52;18.27
0.21;4.46;255.55;1.85;16.62;1.54;18.26
0.29;4.49;255.52;1.87;16.64;1.52;18.26
0.38;4.53;255.44;1.84;16.66;1.49;18.26
0.45;4.56;255.42;1.81;16.68;1.45;18.26
0.50;4.58;255.38;1.79;16.69;1.43;18.25
0.52;4.59;255.40;1.80;16.71;1.43;18.25
0.50;4.59;255.41;1.83;16.72;1.45;18.25
0.49;4.60;255.42;1.85;16.73;1.47;18.25
0.47;4.60;255.45;1.85;16.75;1.48;18.25
0.44;4.60;255.50;1.92;16.76;1.49;18.24
0.43;4.60;255.58;1.91;16.77;1.48;18.24
0.42;4.60;255.63;1.87;16.78;1.45;18.24
0.42;4.61;255.80;1.85;16.79;1.44;18.24
0.40;4.61;255.86;1.74;16.80;1.46;18.24
0.40;4.62;256.04;1.73;16.80;1.46;18.24
0.40;4.63;256.05;1.73;16.81;1.45;18.23
0.40;4.64;256.23;1.72;16.81;1.44;18.23
0.39;4.65;256.21;1.75;16.82;1.45;18.22
0.36;4.66;256.41;1.78;16.83;1.48;18.22
0.33;4.66;256.36;1.83;16.83;1.55;18.22
0.30;4.67;256.59;1.89;16.84;1.62;18.22
0.28;4.68;256.58;1.96;16.85;1.69;18.22
0.27;4.68;256.76;2.01;16.85;1.74;18.22
0.29;4.69;256.76;2.00;16.86;1.72;18.22
0.31;4.70;256.85;1.96;16.87;1.66;18.21
0.31;4.70;256.82;2.02;16.88;1.63;18.21
0.31;4.70;257.01;2.02;16.89;1.60;18.21
0.29;4.69;256.95;2.08;16.91;1.60;18.20
0.27;4.68;257.06;2.16;16.92;1.60;18.20
0.25;4.67;257.07;2.02;16.92;1.60;18.19
0.05;4.24;264.93;3.41;14.77;2.20;17.55
0.24;4.24;264.56;3.24;14.82;1.93;17.62
0.32;4.23;264.42;2.70;14.88;1.63;17.68
0.28;4.21;264.38;2.30;14.94;1.45;17.74
0.18;4.19;264.32;2.05;14.99;1.34;17.80
0.10;4.18;264.41;1.90;15.04;1.25;17.84
0.06;4.20;264.39;1.88;15.08;1.19;17.88
0.05;4.21;264.34;1.90;15.12;1.15;17.91
0.05;4.22;264.40;1.86;15.15;1.13;17.93
0.05;4.22;264.55;1.82;15.19;1.12;17.97
0.06;4.22;264.37;1.83;15.22;1.14;17.99
0.07;4.21;264.49;1.89;15.25;1.17;18.01
0.07;4.21;264.44;1.96;15.27;1.20;18.03
0.08;4.21;264.53;1.96;15.28;1.21;18.06
0.08;4.21;264.52;1.97;15.29;1.20;18.10
0.09;4.21;264.60;1.95;15.30;1.18;18.12
0.08;4.21;264.56;1.91;15.30;1.15;18.15
0.07;4.20;264.67;1.92;15.30;1.15;18.16
0.06;4.20;264.66;1.95;15.31;1.19;18.18
0.07;4.19;264.79;2.02;15.32;1.27;18.19
0.08;4.18;264.86;2.13;15.33;1.40;18.21
0.11;4.17;264.99;2.27;15.34;1.56;18.22
0.16;4.16;265.09;2.41;15.35;1.73;18.24
0.25;4.15;265.19;2.52;15.37;1.88;18.26
0.38;4.15;265.28;2.57;15.38;1.96;18.28
0.51;4.14;265.34;2.62;15.40;1.98;18.30
0.62;4.13;265.34;2.59;15.41;1.96;18.31
0.69;4.13;265.42;2.54;15.43;1.92;18.33
0.72;4.14;265.45;2.48;15.44;1.88;18.35
0.70;4.14;265.52;2.35;15.46;1.84;18.37
0.66;4.15;265.59;2.30;15.48;1.79;18.38
0.61;4.15;265.60;2.24;15.49;1.72;18.39
0.54;4.16;265.65;2.17;15.50;1.65;18.40
0.48;4.16;265.66;2.14;15.51;1.58;18.40
0.44;4.17;265.72;2.07;15.52;1.52;18.41
0.40;4.17;265.69;2.02;15.53;1.48;18.41
0.37;4.17;265.75;2.00;15.54;1.47;18.42
0.35;4.17;265.74;2.00;15.56;1.47;18.42
0.33;4.17;265.84;2.00;15.57;1.47;18.42
0.31;4.17;265.78;2.00;15.58;1.48;18.43
